State,Year,StateMW2022,FedMW2022
Montana,2011,5.20,9.43
Oklahoma,2011,2.60,9.43
Alabama,2011,0.00,9.43
Louisiana,2011,0.00,9.43
Mississippi,2011,0.00,9.43
Puerto Rico,2011,0.00,9.43
South Carolina,2011,0.00,9.43
Tennessee,2011,0.00,9.43
Arizona,2011,9.56,9.43
Washington,2012,11.51,9.24
Oregon,2012,11.21,9.24
Vermont,2012,10.78,9.24
Connecticut,2012,10.51,9.24
District of Columbia,2012,10.51,9.24
Illinois,2012,10.51,9.24
California,2012,10.19,9.24
Massachusetts,2012,10.19,9.24
Alaska,2012,9.87,9.24
Ohio,2012,9.81,9.24
Florida,2012,9.77,9.24
Colorado,2012,9.74,9.24
Maine,2012,9.56,9.24
New Mexico,2012,9.56,9.24
Michigan,2012,9.43,9.24
Rhode Island,2012,9.43,9.24
Delaware,2012,9.24,9.24
Hawaii,2012,9.24,9.24
Idaho,2012,9.24,9.24
Indiana,2012,9.24,9.24
Iowa,2012,9.24,9.24
Kansas,2012,9.24,9.24
Kentucky,2012,9.24,9.24
Maryland,2012,9.24,9.24
Missouri,2012,9.24,9.24
Nebraska,2012,9.24,9.24
Nevada,2012,9.24,9.24
New Hampshire,2012,9.24,9.24
New Jersey,2012,9.24,9.24
New York,2012,9.24,9.24
North Carolina,2012,9.24,9.24
North Dakota,2012,9.24,9.24
Pennsylvania,2012,9.24,9.24
South Dakota,2012,9.24,9.24
Texas,2012,9.24,9.24
Utah,2012,9.24,9.24
Virginia,2012,9.24,9.24
West Virginia,2012,9.24,9.24
Wisconsin,2012,9.24,9.24
Arkansas,2012,7.96,9.24
Minnesota,2012,6.68,9.24
Georgia,2012,6.56,9.24
Wyoming,2012,6.56,9.24
Montana,2012,5.10,9.24
Oklahoma,2012,2.54,9.24
Alabama,2012,0.00,9.24
Louisiana,2012,0.00,9.24
Mississippi,2012,0.00,9.24
Puerto Rico,2012,0.00,9.24
South Carolina,2012,0.00,9.24
Tennessee,2012,0.00,9.24
Arizona,2012,9.75,9.24
Washington,2013,11.54,9.10
Oregon,2013,11.24,9.10
Vermont,2013,10.80,9.10
Connecticut,2013,10.36,9.10
District of Columbia,2013,10.36,9.10
Illinois,2013,10.36,9.10
California,2013,10.04,9.10
Massachusetts,2013,10.04,9.10
Ohio,2013,9.86,9.10
Florida,2013,9.78,9.10
Colorado,2013,9.77,9.10
Alaska,2013,9.74,9.10
Rhode Island,2013,9.74,9.10
Maine,2013,9.42,9.10
New Mexico,2013,9.42,9.10
Michigan,2013,9.30,9.10
Missouri,2013,9.23,9.10
Delaware,2013,9.10,9.10
Hawaii,2013,9.10,9.10
Idaho,2013,9.10,9.10
Indiana,2013,9.10,9.10
Iowa,2013,9.10,9.10
Kansas,2013,9.10,9.10
Kentucky,2013,9.10,9.10
Maryland,2013,9.10,9.10
Nebraska,2013,9.10,9.10
Nevada,2013,9.10,9.10
New Hampshire,2013,9.10,9.10
New Jersey,2013,9.10,9.10
New York,2013,9.10,9.10
North Carolina,2013,9.10,9.10
North Dakota,2013,9.10,9.10
Pennsylvania,2013,9.10,9.10
South Dakota,2013,9.10,9.10
Texas,2013,9.10,9.10
Utah,2013,9.10,9.10
Virginia,2013,9.10,9.10
West Virginia,2013,9.10,9.10
Wisconsin,2013,9.10,9.10
Arkansas,2013,7.85,9.10
Minnesota,2013,6.59,9.10
Georgia,2013,6.47,9.10
Wyoming,2013,6.47,9.10
Montana,2013,5.02,9.10
Oklahoma,2013,2.51,9.10
Alabama,2013,0.00,9.10
Louisiana,2013,0.00,9.10
Mississippi,2013,0.00,9.10
Puerto Rico,2013,0.00,9.10
South Carolina,2013,0.00,9.10
Tennessee,2013,0.00,9.10
Arizona,2013,9.79,9.10
District of Columbia,2014,11.74,8.96
Washington,2014,11.51,8.96
Oregon,2014,11.24,8.96
California,2014,11.12,8.96
Vermont,2014,10.79,8.96
Connecticut,2014,10.76,8.96
Illinois,2014,10.19,8.96
New Jersey,2014,10.19,8.96
Michigan,2014,10.07,8.96
Colorado,2014,9.88,8.96
Massachusetts,2014,9.88,8.96
New York,2014,9.88,8.96
Rhode Island,2014,9.88,8.96
Florida,2014,9.79,8.96
Montana,2014,9.76,8.96
Alaska,2014,9.58,8.96
Delaware,2014,9.58,8.96
Maine,2014,9.26,8.96
Missouri,2014,9.26,8.96
New Mexico,2014,9.26,8.96
Hawaii,2014,8.96,8.96
Idaho,2014,8.96,8.96
Indiana,2014,8.96,8.96
Iowa,2014,8.96,8.96
Kansas,2014,8.96,8.96
Kentucky,2014,8.96,8.96
Maryland,2014,8.96,8.96
Nebraska,2014,8.96,8.96
Nevada,2014,8.96,8.96
New Hampshire,2014,8.96,8.96
North Carolina,2014,8.96,8.96
North Dakota,2014,8.96,8.96
Ohio,2014,8.96,8.96
Pennsylvania,2014,8.96,8.96
South Dakota,2014,8.96,8.96
Texas,2014,8.96,8.96
Utah,2014,8.96,8.96
Virginia,2014,8.96,8.96
West Virginia,2014,8.96,8.96
Wisconsin,2014,8.96,8.96
Minnesota,2014,8.03,8.96
Arkansas,2014,7.72,8.96
Georgia,2014,6.37,8.96
Wyoming,2014,6.37,8.96
Puerto Rico,2014,6.28,8.96
Oklahoma,2014,2.48,8.96
Alabama,2014,0.00,8.96
Louisiana,2014,0.00,8.96
Mississippi,2014,0.00,8.96
South Carolina,2014,0.00,8.96
Tennessee,2014,0.00,8.96
Arizona,2014,9.76,8.96
District of Columbia,2015,12.96,8.95
Washington,2015,11.68,8.95
Oregon,2015,11.41,8.95
Connecticut,2015,11.30,8.95
Vermont,2015,11.30,8.95
California,2015,11.11,8.95
Massachusetts,2015,11.11,8.95
Rhode Island,2015,11.11,8.95
Alaska,2015,10.80,8.95
New York,2015,10.80,8.95
South Dakota,2015,10.50,8.95
New Jersey,2015,10.35,8.95
Delaware,2015,10.18,8.95
Illinois,2015,10.18,8.95
Maryland,2015,10.18,8.95
Colorado,2015,10.16,8.95
Michigan,2015,10.05,8.95
Florida,2015,9.94,8.95
Montana,2015,9.94,8.95
Nebraska,2015,9.87,8.95
West Virginia,2015,9.87,8.95
Hawaii,2015,9.57,8.95
Missouri,2015,9.44,8.95
Arkansas,2015,9.25,8.95
Maine,2015,9.25,8.95
New Mexico,2015,9.25,8.95
Idaho,2015,8.95,8.95
Indiana,2015,8.95,8.95
Iowa,2015,8.95,8.95
Kansas,2015,8.95,8.95
Kentucky,2015,8.95,8.95
Minnesota,2015,8.95,8.95
Nevada,2015,8.95,8.95
New Hampshire,2015,8.95,8.95
North Carolina,2015,8.95,8.95
North Dakota,2015,8.95,8.95
Ohio,2015,8.95,8.95
Pennsylvania,2015,8.95,8.95
Texas,2015,8.95,8.95
Utah,2015,8.95,8.95
Virginia,2015,8.95,8.95
Wisconsin,2015,8.95,8.95
Georgia,2015,6.36,8.95
Wyoming,2015,6.36,8.95
Puerto Rico,2015,6.27,8.95
Oklahoma,2015,2.47,8.95
Alabama,2015,0.00,8.95
Louisiana,2015,0.00,8.95
Mississippi,2015,0.00,8.95
South Carolina,2015,0.00,8.95
Tennessee,2015,0.00,8.95
Arizona,2015,9.94,8.95
District of Columbia,2016,14.01,8.83
California,2016,12.19,8.83
Massachusetts,2016,12.19,8.83
Alaska,2016,11.89,8.83
Oregon,2016,11.89,8.83
Connecticut,2016,11.71,8.83
Rhode Island,2016,11.71,8.83
Vermont,2016,11.71,8.83
Washington,2016,11.55,8.83
Nebraska,2016,10.97,8.83
New York,2016,10.97,8.83
Maryland,2016,10.67,8.83
West Virginia,2016,10.67,8.83
South Dakota,2016,10.42,8.83
Hawaii,2016,10.36,8.83
Michigan,2016,10.36,8.83
New Jersey,2016,10.21,8.83
Colorado,2016,10.13,8.83
Delaware,2016,10.05,8.83
Illinois,2016,10.05,8.83
Florida,2016,9.82,8.83
Montana,2016,9.82,8.83
Arkansas,2016,9.75,8.83
Missouri,2016,9.32,8.83
Maine,2016,9.14,8.83
New Mexico,2016,9.14,8.83
Idaho,2016,8.83,8.83
Indiana,2016,8.83,8.83
Iowa,2016,8.83,8.83
Kansas,2016,8.83,8.83
Kentucky,2016,8.83,8.83
Minnesota,2016,8.83,8.83
Nevada,2016,8.83,8.83
New Hampshire,2016,8.83,8.83
North Carolina,2016,8.83,8.83
North Dakota,2016,8.83,8.83
Ohio,2016,8.83,8.83
Pennsylvania,2016,8.83,8.83
Texas,2016,8.83,8.83
Utah,2016,8.83,8.83
Virginia,2016,8.83,8.83
Wisconsin,2016,8.83,8.83
Georgia,2016,6.28,8.83
Wyoming,2016,6.28,8.83
Puerto Rico,2016,6.19,8.83
Oklahoma,2016,2.44,8.83
Alabama,2016,0.00,8.83
Louisiana,2016,0.00,8.83
Mississippi,2016,0.00,8.83
South Carolina,2016,0.00,8.83
Tennessee,2016,0.00,8.83
Arizona,2016,9.82,8.83
District of Columbia,2017,13.73,8.65
Massachusetts,2017,13.13,8.65
Washington,2017,13.13,8.65
Connecticut,2017,12.06,8.65
California,2017,11.93,8.65
Vermont,2017,11.93,8.65
Alaska,2017,11.69,8.65
Oregon,2017,11.64,8.65
New York,2017,11.58,8.65
Rhode Island,2017,11.46,8.65
Colorado,2017,11.10,8.65
Hawaii,2017,11.04,8.65
Maine,2017,10.74,8.65
Nebraska,2017,10.74,8.65
Michigan,2017,10.62,8.65
Maryland,2017,10.44,8.65
West Virginia,2017,10.44,8.65
South Dakota,2017,10.33,8.65
Arkansas,2017,10.15,8.65
New Jersey,2017,10.08,8.65
Delaware,2017,9.85,8.65
Illinois,2017,9.85,8.65
Montana,2017,9.73,8.65
Ohio,2017,9.73,8.65
Florida,2017,9.67,8.65
Minnesota,2017,9.25,8.65
Missouri,2017,9.20,8.65
New Mexico,2017,8.95,8.65
Idaho,2017,8.65,8.65
Indiana,2017,8.65,8.65
Iowa,2017,8.65,8.65
Kansas,2017,8.65,8.65
Kentucky,2017,8.65,8.65
Nevada,2017,8.65,8.65
New Hampshire,2017,8.65,8.65
North Carolina,2017,8.65,8.65
North Dakota,2017,8.65,8.65
Pennsylvania,2017,8.65,8.65
Texas,2017,8.65,8.65
Utah,2017,8.65,8.65
Virginia,2017,8.65,8.65
Wisconsin,2017,8.65,8.65
Georgia,2017,6.14,8.65
Wyoming,2017,6.14,8.65
Puerto Rico,2017,6.06,8.65
Oklahoma,2017,2.39,8.65
Alabama,2017,0.00,8.65
Louisiana,2017,0.00,8.65
Mississippi,2017,0.00,8.65
South Carolina,2017,0.00,8.65
Tennessee,2017,0.00,8.65
Arizona,2017,11.93,8.65
District of Columbia,2018,15.44,8.45
Washington,2018,13.40,8.45
California,2018,12.81,8.45
Massachusetts,2018,12.81,8.45
Oregon,2018,12.52,8.45
Vermont,2018,12.24,8.45
New York,2018,12.11,8.45
Colorado,2018,11.89,8.45
Connecticut,2018,11.76,8.45
Hawaii,2018,11.76,8.45
Maryland,2018,11.76,8.45
Rhode Island,2018,11.76,8.45
Maine,2018,11.65,8.45
Alaska,2018,11.47,8.45
Michigan,2018,10.78,8.45
Nebraska,2018,10.48,8.45
South Dakota,2018,10.31,8.45
West Virginia,2018,10.19,8.45
New Jersey,2018,10.02,8.45
Arkansas,2018,9.91,8.45
Montana,2018,9.67,8.45
Ohio,2018,9.67,8.45
Delaware,2018,9.61,8.45
Florida,2018,9.61,8.45
Illinois,2018,9.61,8.45
Minnesota,2018,9.36,8.45
Missouri,2018,9.15,8.45
New Mexico,2018,8.74,8.45
Idaho,2018,8.45,8.45
Indiana,2018,8.45,8.45
Iowa,2018,8.45,8.45
Kansas,2018,8.45,8.45
Kentucky,2018,8.45,8.45
Nevada,2018,8.45,8.45
New Hampshire,2018,8.45,8.45
North Carolina,2018,8.45,8.45
North Dakota,2018,8.45,8.45
Pennsylvania,2018,8.45,8.45
Texas,2018,8.45,8.45
Utah,2018,8.45,8.45
Virginia,2018,8.45,8.45
Wisconsin,2018,8.45,8.45
Georgia,2018,5.99,8.45
Wyoming,2018,5.99,8.45
Puerto Rico,2018,5.92,8.45
Oklahoma,2018,2.33,8.45
Alabama,2018,0.00,8.45
Louisiana,2018,0.00,8.45
Mississippi,2018,0.00,8.45
South Carolina,2018,0.00,8.45
Tennessee,2018,0.00,8.45
Arizona,2018,12.24,8.45
District of Columbia,2019,16.01,8.30
Washington,2019,15.45,8.30
Massachusetts,2019,14.59,8.30
California,2019,13.73,8.30
Colorado,2019,13.73,8.30
Maine,2019,13.73,8.30
New York,2019,13.50,8.30
Oregon,2019,12.87,8.30
Connecticut,2019,12.59,8.30
Maryland,2019,12.59,8.30
New Jersey,2019,12.59,8.30
Vermont,2019,12.54,8.30
Rhode Island,2019,12.01,8.30
Alaska,2019,11.66,8.30
Hawaii,2019,11.56,8.30
Michigan,2019,11.04,8.30
Missouri,2019,10.81,8.30
South Dakota,2019,10.64,8.30
Arkansas,2019,10.59,8.30
Delaware,2019,10.59,8.30
Illinois,2019,10.59,8.30
Nebraska,2019,10.30,8.30
New Mexico,2019,10.30,8.30
West Virginia,2019,10.01,8.30
Ohio,2019,9.95,8.30
Montana,2019,9.90,8.30
Florida,2019,9.79,8.30
Minnesota,2019,9.33,8.30
Idaho,2019,8.30,8.30
Indiana,2019,8.30,8.30
Iowa,2019,8.30,8.30
Kansas,2019,8.30,8.30
Kentucky,2019,8.30,8.30
Nevada,2019,8.30,8.30
New Hampshire,2019,8.30,8.30
North Carolina,2019,8.30,8.30
North Dakota,2019,8.30,8.30
Pennsylvania,2019,8.30,8.30
Texas,2019,8.30,8.30
Utah,2019,8.30,8.30
Virginia,2019,8.30,8.30
Wisconsin,2019,8.30,8.30
Georgia,2019,5.89,8.30
Wyoming,2019,5.89,8.30
Puerto Rico,2019,5.81,8.30
Oklahoma,2019,2.28,8.30
Alabama,2019,0.00,8.30
Louisiana,2019,0.00,8.30
Mississippi,2019,0.00,8.30
South Carolina,2019,0.00,8.30
Tennessee,2019,0.00,8.30
Arizona,2019,13.73,8.30
District of Columbia,2020,15.83,8.20
Washington,2020,15.27,8.20
California,2020,14.70,8.20
Massachusetts,2020,14.42,8.20
Colorado,2020,13.57,8.20
Maine,2020,13.57,8.20
New York,2020,13.35,8.20
Oregon,2020,12.72,8.20
Connecticut,2020,12.44,8.20
Maryland,2020,12.44,8.20
New Jersey,2020,12.44,8.20
Vermont,2020,12.40,8.20
Rhode Island,2020,11.88,8.20
Alaska,2020,11.52,8.20
Hawaii,2020,11.42,8.20
Arkansas,2020,11.31,8.20
Michigan,2020,10.91,8.20
Missouri,2020,10.69,8.20
South Dakota,2020,10.52,8.20
Delaware,2020,10.46,8.20
Illinois,2020,10.46,8.20
Nebraska,2020,10.18,8.20
New Mexico,2020,10.18,8.20
West Virginia,2020,9.90,8.20
Ohio,2020,9.84,8.20
Montana,2020,9.78,8.20
Florida,2020,9.68,8.20
Minnesota,2020,9.22,8.20
Idaho,2020,8.20,8.20
Indiana,2020,8.20,8.20
Iowa,2020,8.20,8.20
Kansas,2020,8.20,8.20
Kentucky,2020,8.20,8.20
Nevada,2020,8.20,8.20
New Hampshire,2020,8.20,8.20
North Carolina,2020,8.20,8.20
North Dakota,2020,8.20,8.20
Pennsylvania,2020,8.20,8.20
Texas,2020,8.20,8.20
Utah,2020,8.20,8.20
Virginia,2020,8.20,8.20
Wisconsin,2020,8.20,8.20
Georgia,2020,5.82,8.20
Wyoming,2020,5.82,8.20
Puerto Rico,2020,5.75,8.20
Oklahoma,2020,2.26,8.20
Alabama,2020,0.00,8.20
Louisiana,2020,0.00,8.20
Mississippi,2020,0.00,8.20
South Carolina,2020,0.00,8.20
Tennessee,2020,0.00,8.20
Arizona,2020,13.57,8.20
Alabama,2021,0.00,7.83
Alaska,2021,11.17,7.83
Arizona,2021,13.12,7.83
Arkansas,2021,11.88,7.83
California,2021,15.12,7.83
Colorado,2021,13.31,7.83
Connecticut,2021,14.04,7.83
Delaware,2021,9.99,7.83
District of Columbia,2021,16.42,7.83
Florida,2021,9.34,7.83
Georgia,2021,5.56,7.83
Hawaii,2021,10.91,7.83
Idaho,2021,7.83,7.83
Illinois,2021,11.88,7.83
Indiana,2021,7.83,7.83
Iowa,2021,7.83,7.83
Kansas,2021,7.83,7.83
Kentucky,2021,7.83,7.83
Louisiana,2021,0.00,7.83
Maine,2021,13.12,7.83
Maryland,2021,12.69,7.83
Massachusetts,2021,14.58,7.83
Michigan,2021,10.42,7.83
Minnesota,2021,10.89,7.83
Mississippi,2021,0.00,7.83
Missouri,2021,11.12,7.83
Montana,2021,9.45,7.83
Nebraska,2021,9.72,7.83
Nevada,2021,10.53,7.83
New Hampshire,2021,7.83,7.83
New Jersey,2021,12.96,7.83
New Mexico,2021,11.34,7.83
New York,2021,13.50,7.83
North Carolina,2021,7.83,7.83
North Dakota,2021,7.83,7.83
Ohio,2021,9.50,7.83
Oklahoma,2021,2.16,7.83
Oregon,2021,13.77,7.83
Pennsylvania,2021,7.83,7.83
Puerto Rico,2021,7.07,7.83
Rhode Island,2021,12.42,7.83
South Carolina,2021,0.00,7.83
South Dakota,2021,10.21,7.83
Tennessee,2021,0.00,7.83
Texas,2021,7.83,7.83
Utah,2021,7.83,7.83
Vermont,2021,12.69,7.83
Virginia,2021,10.26,7.83
Washington,2021,14.79,7.83
West Virginia,2021,9.45,7.83
Wisconsin,2021,7.83,7.83
Wyoming,2021,5.56,7.83
Alabama,2022,0.00,7.25
Alaska,2022,10.34,7.25
Arizona,2022,12.80,7.25
Arkansas,2022,11.00,7.25
California,2022,15.00,7.25
Colorado,2022,12.56,7.25
Connecticut,2022,14.00,7.25
Delaware,2022,10.50,7.25
District of Columbia,2022,16.10,7.25
Florida,2022,10.00,7.25
Georgia,2022,5.15,7.25
Hawaii,2022,12.00,7.25
Idaho,2022,7.25,7.25
Illinois,2022,12.00,7.25
Indiana,2022,7.25,7.25
Iowa,2022,7.25,7.25
Kansas,2022,7.25,7.25
Kentucky,2022,7.25,7.25
Louisiana,2022,0.00,7.25
Maine,2022,12.75,7.25
Maryland,2022,12.50,7.25
Massachusetts,2022,14.25,7.25
Michigan,2022,9.87,7.25
Minnesota,2022,10.33,7.25
Mississippi,2022,0.00,7.25
Missouri,2022,11.15,7.25
Montana,2022,9.20,7.25
Nebraska,2022,9.00,7.25
Nevada,2022,10.50,7.25
New Hampshire,2022,7.25,7.25
New Jersey,2022,13.00,7.25
New Mexico,2022,11.50,7.25
New York,2022,13.20,7.25
North Carolina,2022,7.25,7.25
North Dakota,2022,7.25,7.25
Ohio,2022,9.30,7.25
Oklahoma,2022,2.00,7.25
Oregon,2022,13.50,7.25
Pennsylvania,2022,7.25,7.25
Puerto Rico,2022,8.50,7.25
Rhode Island,2022,12.25,7.25
South Carolina,2022,0.00,7.25
South Dakota,2022,9.95,7.25
Tennessee,2022,0.00,7.25
Texas,2022,7.25,7.25
Utah,2022,7.25,7.25
Vermont,2022,12.55,7.25
Virginia,2022,11.00,7.25
Washington,2022,14.49,7.25
West Virginia,2022,8.75,7.25
Wisconsin,2022,7.25,7.25
Wyoming,2022,5.15,7.25
